序号	Emoji	建议分类	展示方式	主网格代表	原始界面位置	图片文件	图片存在	CodePoint	Unicode分组	Unicode子组	Unicode状态	中文名	英文名
141	🤚🏼	手势	肤色变体（右键）	🤚🏼	未直接列在现有 Emoji 网格	1f91a-1f3fc.png	是	U+1F91A U+1F3FC	People & Body	hand-fingers-open	fully-qualified	RaisedBack的手、中等偏浅肤色	RAISED BACK OF HAND / MEDIUM-LIGHT SKIN TONE
142	🤚🏽	手势	肤色变体（右键）	🤚🏽	未直接列在现有 Emoji 网格	1f91a-1f3fd.png	是	U+1F91A U+1F3FD	People & Body	hand-fingers-open	fully-qualified	RaisedBack的手、中等肤色	RAISED BACK OF HAND / MEDIUM SKIN TONE
143	🤚🏾	手势	肤色变体（右键）	🤚🏾	未直接列在现有 Emoji 网格	1f91a-1f3fe.png	是	U+1F91A U+1F3FE	People & Body	hand-fingers-open	fully-qualified	RaisedBack的手、中等偏深肤色	RAISED BACK OF HAND / MEDIUM-DARK SKIN TONE
144	🤚🏿	手势	肤色变体（右键）	🤚🏿	未直接列在现有 Emoji 网格	1f91a-1f3ff.png	是	U+1F91A U+1F3FF	People & Body	hand-fingers-open	fully-qualified	RaisedBack的手、较深肤色	RAISED BACK OF HAND / DARK SKIN TONE
145	🖐️	手势	主网格	🖐️	Emoji·表情与人物 / 第 6 行	1f590.png	是	U+1F590 U+FE0F	People & Body	hand-fingers-open	fully-qualified	手掌	RAISED HAND WITH FINGERS SPLAYED
146	🖐	手势	呈现别名（不重复显示）	🖐️	Emoji·表情与人物 / 第 6 行	1f590.png	是	U+1F590	People & Body	hand-fingers-open	unqualified	手掌	RAISED HAND WITH FINGERS SPLAYED
147	🖐🏻	手势	肤色变体（右键）	🖐🏻	未直接列在现有 Emoji 网格	1f590-1f3fb.png	是	U+1F590 U+1F3FB	People & Body	hand-fingers-open	fully-qualified	Raised手带FingersSplayed、较浅肤色	RAISED HAND WITH FINGERS SPLAYED / LIGHT SKIN TONE
148	🖐🏼	手势	肤色变体（右键）	🖐🏼	未直接列在现有 Emoji 网格	1f590-1f3fc.png	是	U+1F590 U+1F3FC	People & Body	hand-fingers-open	fully-qualified	Raised手带FingersSplayed、中等偏浅肤色	RAISED HAND WITH FINGERS SPLAYED / MEDIUM-LIGHT SKIN TONE
149	🖐🏽	手势	肤色变体（右键）	🖐🏽	未直接列在现有 Emoji 网格	1f590-1f3fd.png	是	U+1F590 U+1F3FD	People & Body	hand-fingers-open	fully-qualified	Raised手带FingersSplayed、中等肤色	RAISED HAND WITH FINGERS SPLAYED / MEDIUM SKIN TONE
150	🖐🏾	手势	肤色变体（右键）	🖐🏾	未直接列在现有 Emoji 网格	1f590-1f3fe.png	是	U+1F590 U+1F3FE	People & Body	hand-fingers-open	fully-qualified	Raised手带FingersSplayed、中等偏深肤色	RAISED HAND WITH FINGERS SPLAYED / MEDIUM-DARK SKIN TONE
151	🖐🏿	手势	肤色变体（右键）	🖐🏿	未直接列在现有 Emoji 网格	1f590-1f3ff.png	是	U+1F590 U+1F3FF	People & Body	hand-fingers-open	fully-qualified	Raised手带FingersSplayed、较深肤色	RAISED HAND WITH FINGERS SPLAYED / DARK SKIN TONE
152	✋	手势	主网格	✋	Emoji·表情与人物 / 第 4 行	270b.png	是	U+270B	People & Body	hand-fingers-open	fully-qualified	举起手	RAISED HAND
153	✋🏻	手势	肤色变体（右键）	✋🏻	未直接列在现有 Emoji 网格	270b-1f3fb.png	是	U+270B U+1F3FB	People & Body	hand-fingers-open	fully-qualified	Raised手、较浅肤色	RAISED HAND / LIGHT SKIN TONE
154	✋🏼	手势	肤色变体（右键）	✋🏼	未直接列在现有 Emoji 网格	270b-1f3fc.png	是	U+270B U+1F3FC	People & Body	hand-fingers-open	fully-qualified	Raised手、中等偏浅肤色	RAISED HAND / MEDIUM-LIGHT SKIN TONE
155	✋🏽	手势	肤色变体（右键）	✋🏽	未直接列在现有 Emoji 网格	270b-1f3fd.png	是	U+270B U+1F3FD	People & Body	hand-fingers-open	fully-qualified	Raised手、中等肤色	RAISED HAND / MEDIUM SKIN TONE
156	✋🏾	手势	肤色变体（右键）	✋🏾	未直接列在现有 Emoji 网格	270b-1f3fe.png	是	U+270B U+1F3FE	People & Body	hand-fingers-open	fully-qualified	Raised手、中等偏深肤色	RAISED HAND / MEDIUM-DARK SKIN TONE
157	✋🏿	手势	肤色变体（右键）	✋🏿	未直接列在现有 Emoji 网格	270b-1f3ff.png	是	U+270B U+1F3FF	People & Body	hand-fingers-open	fully-qualified	Raised手、较深肤色	RAISED HAND / DARK SKIN TONE
158	🖖	手势	主网格	🖖	Emoji·表情与人物 / 第 5 行	1f596.png	是	U+1F596	People & Body	hand-fingers-open	fully-qualified	瓦肯举手礼	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS
159	🖖🏻	手势	肤色变体（右键）	🖖🏻	未直接列在现有 Emoji 网格	1f596-1f3fb.png	是	U+1F596 U+1F3FB	People & Body	hand-fingers-open	fully-qualified	Raised手带PartBetweenMiddle和圆环Fingers、较浅肤色	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS / LIGHT SKIN TONE
160	🖖🏼	手势	肤色变体（右键）	🖖🏼	未直接列在现有 Emoji 网格	1f596-1f3fc.png	是	U+1F596 U+1F3FC	People & Body	hand-fingers-open	fully-qualified	Raised手带PartBetweenMiddle和圆环Fingers、中等偏浅肤色	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS / MEDIUM-LIGHT SKIN TONE
161	🖖🏽	手势	肤色变体（右键）	🖖🏽	未直接列在现有 Emoji 网格	1f596-1f3fd.png	是	U+1F596 U+1F3FD	People & Body	hand-fingers-open	fully-qualified	Raised手带PartBetweenMiddle和圆环Fingers、中等肤色	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS / MEDIUM SKIN TONE
162	🖖🏾	手势	肤色变体（右键）	🖖🏾	未直接列在现有 Emoji 网格	1f596-1f3fe.png	是	U+1F596 U+1F3FE	People & Body	hand-fingers-open	fully-qualified	Raised手带PartBetweenMiddle和圆环Fingers、中等偏深肤色	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS / MEDIUM-DARK SKIN TONE
163	🖖🏿	手势	肤色变体（右键）	🖖🏿	未直接列在现有 Emoji 网格	1f596-1f3ff.png	是	U+1F596 U+1F3FF	People & Body	hand-fingers-open	fully-qualified	Raised手带PartBetweenMiddle和圆环Fingers、较深肤色	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS / DARK SKIN TONE
164	🫱	手势	主网格	🫱	Emoji·表情与人物 / 第 7 行	1faf1.png	是	U+1FAF1	People & Body	hand-fingers-open	fully-qualified	向右的手	RIGHTWARDS HAND
165	🫲	手势	主网格	🫲	Emoji·表情与人物 / 第 7 行	1faf2.png	是	U+1FAF2	People & Body	hand-fingers-open	fully-qualified	向左的手	LEFTWARDS HAND
166	🫳	手势	主网格	🫳	Emoji·表情与人物 / 第 7 行	1faf3.png	是	U+1FAF3	People & Body	hand-fingers-open	fully-qualified	掌心向下的手	PALM DOWN HAND
167	🫴	手势	主网格	🫴	Emoji·表情与人物 / 第 7 行	1faf4.png	是	U+1FAF4	People & Body	hand-fingers-open	fully-qualified	掌心向上的手	PALM UP HAND
168	🫷	手势	主网格	🫷	Emoji·表情与人物 / 第 7 行	1faf7.png	是	U+1FAF7	People & Body	hand-fingers-open	fully-qualified	向左推	LEFTWARDS PUSHING HAND
169	🫸	手势	主网格	🫸	Emoji·表情与人物 / 第 7 行	1faf8.png	是	U+1FAF8	People & Body	hand-fingers-open	fully-qualified	向右推	RIGHTWARDS PUSHING HAND
170	👌	手势	主网格	👌	Emoji·表情与人物 / 第 4 行	1f44c.png	是	U+1F44C	People & Body	hand-fingers-partial	fully-qualified	OK	OK HAND SIGN
171	👌🏻	手势	肤色变体（右键）	👌🏻	未直接列在现有 Emoji 网格	1f44c-1f3fb.png	是	U+1F44C U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	Ok手符号、较浅肤色	OK HAND SIGN / LIGHT SKIN TONE
172	👌🏼	手势	肤色变体（右键）	👌🏼	未直接列在现有 Emoji 网格	1f44c-1f3fc.png	是	U+1F44C U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	Ok手符号、中等偏浅肤色	OK HAND SIGN / MEDIUM-LIGHT SKIN TONE
173	👌🏽	手势	肤色变体（右键）	👌🏽	未直接列在现有 Emoji 网格	1f44c-1f3fd.png	是	U+1F44C U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	Ok手符号、中等肤色	OK HAND SIGN / MEDIUM SKIN TONE
174	👌🏾	手势	肤色变体（右键）	👌🏾	未直接列在现有 Emoji 网格	1f44c-1f3fe.png	是	U+1F44C U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	Ok手符号、中等偏深肤色	OK HAND SIGN / MEDIUM-DARK SKIN TONE
175	👌🏿	手势	肤色变体（右键）	👌🏿	未直接列在现有 Emoji 网格	1f44c-1f3ff.png	是	U+1F44C U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	Ok手符号、较深肤色	OK HAND SIGN / DARK SKIN TONE
176	🤌	手势	主网格	🤌	Emoji·表情与人物 / 第 5 行	1f90c.png	是	U+1F90C	People & Body	hand-fingers-partial	fully-qualified	捏手指	PINCHED FINGERS
177	🤌🏻	手势	肤色变体（右键）	🤌🏻	未直接列在现有 Emoji 网格	1f90c-1f3fb.png	是	U+1F90C U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	PinchedFingers、较浅肤色	PINCHED FINGERS / LIGHT SKIN TONE
178	🤌🏼	手势	肤色变体（右键）	🤌🏼	未直接列在现有 Emoji 网格	1f90c-1f3fc.png	是	U+1F90C U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	PinchedFingers、中等偏浅肤色	PINCHED FINGERS / MEDIUM-LIGHT SKIN TONE
179	🤌🏽	手势	肤色变体（右键）	🤌🏽	未直接列在现有 Emoji 网格	1f90c-1f3fd.png	是	U+1F90C U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	PinchedFingers、中等肤色	PINCHED FINGERS / MEDIUM SKIN TONE
180	🤌🏾	手势	肤色变体（右键）	🤌🏾	未直接列在现有 Emoji 网格	1f90c-1f3fe.png	是	U+1F90C U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	PinchedFingers、中等偏深肤色	PINCHED FINGERS / MEDIUM-DARK SKIN TONE
181	🤌🏿	手势	肤色变体（右键）	🤌🏿	未直接列在现有 Emoji 网格	1f90c-1f3ff.png	是	U+1F90C U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	PinchedFingers、较深肤色	PINCHED FINGERS / DARK SKIN TONE
182	🤏	手势	主网格	🤏	Emoji·表情与人物 / 第 5 行	1f90f.png	是	U+1F90F	People & Body	hand-fingers-partial	fully-qualified	捏合的手势	PINCHING HAND
183	🤏🏻	手势	肤色变体（右键）	🤏🏻	未直接列在现有 Emoji 网格	1f90f-1f3fb.png	是	U+1F90F U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	Pinching手、较浅肤色	PINCHING HAND / LIGHT SKIN TONE
184	🤏🏼	手势	肤色变体（右键）	🤏🏼	未直接列在现有 Emoji 网格	1f90f-1f3fc.png	是	U+1F90F U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	Pinching手、中等偏浅肤色	PINCHING HAND / MEDIUM-LIGHT SKIN TONE
185	🤏🏽	手势	肤色变体（右键）	🤏🏽	未直接列在现有 Emoji 网格	1f90f-1f3fd.png	是	U+1F90F U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	Pinching手、中等肤色	PINCHING HAND / MEDIUM SKIN TONE
186	🤏🏾	手势	肤色变体（右键）	🤏🏾	未直接列在现有 Emoji 网格	1f90f-1f3fe.png	是	U+1F90F U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	Pinching手、中等偏深肤色	PINCHING HAND / MEDIUM-DARK SKIN TONE
187	🤏🏿	手势	肤色变体（右键）	🤏🏿	未直接列在现有 Emoji 网格	1f90f-1f3ff.png	是	U+1F90F U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	Pinching手、较深肤色	PINCHING HAND / DARK SKIN TONE
188	✌️	手势	主网格	✌️	Emoji·表情与人物 / 第 6 行	270c.png	是	U+270C U+FE0F	People & Body	hand-fingers-partial	fully-qualified	胜利手势	VICTORY HAND
189	✌	手势	呈现别名（不重复显示）	✌️	Emoji·表情与人物 / 第 6 行	270c.png	是	U+270C	People & Body	hand-fingers-partial	unqualified	胜利手势	VICTORY HAND
190	✌🏻	手势	肤色变体（右键）	✌🏻	未直接列在现有 Emoji 网格	270c-1f3fb.png	是	U+270C U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	Victory手、较浅肤色	VICTORY HAND / LIGHT SKIN TONE
191	✌🏼	手势	肤色变体（右键）	✌🏼	未直接列在现有 Emoji 网格	270c-1f3fc.png	是	U+270C U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	Victory手、中等偏浅肤色	VICTORY HAND / MEDIUM-LIGHT SKIN TONE
192	✌🏽	手势	肤色变体（右键）	✌🏽	未直接列在现有 Emoji 网格	270c-1f3fd.png	是	U+270C U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	Victory手、中等肤色	VICTORY HAND / MEDIUM SKIN TONE
193	✌🏾	手势	肤色变体（右键）	✌🏾	未直接列在现有 Emoji 网格	270c-1f3fe.png	是	U+270C U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	Victory手、中等偏深肤色	VICTORY HAND / MEDIUM-DARK SKIN TONE
194	✌🏿	手势	肤色变体（右键）	✌🏿	未直接列在现有 Emoji 网格	270c-1f3ff.png	是	U+270C U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	Victory手、较深肤色	VICTORY HAND / DARK SKIN TONE
195	🤞	手势	主网格	🤞	Emoji·表情与人物 / 第 5 行	1f91e.png	是	U+1F91E	People & Body	hand-fingers-partial	fully-qualified	交叉的手指	HAND WITH INDEX AND MIDDLE FINGERS CROSSED
196	🤞🏻	手势	肤色变体（右键）	🤞🏻	未直接列在现有 Emoji 网格	1f91e-1f3fb.png	是	U+1F91E U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	手带Index和MiddleFingersCrossed、较浅肤色	HAND WITH INDEX AND MIDDLE FINGERS CROSSED / LIGHT SKIN TONE
197	🤞🏼	手势	肤色变体（右键）	🤞🏼	未直接列在现有 Emoji 网格	1f91e-1f3fc.png	是	U+1F91E U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	手带Index和MiddleFingersCrossed、中等偏浅肤色	HAND WITH INDEX AND MIDDLE FINGERS CROSSED / MEDIUM-LIGHT SKIN TONE
198	🤞🏽	手势	肤色变体（右键）	🤞🏽	未直接列在现有 Emoji 网格	1f91e-1f3fd.png	是	U+1F91E U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	手带Index和MiddleFingersCrossed、中等肤色	HAND WITH INDEX AND MIDDLE FINGERS CROSSED / MEDIUM SKIN TONE
199	🤞🏾	手势	肤色变体（右键）	🤞🏾	未直接列在现有 Emoji 网格	1f91e-1f3fe.png	是	U+1F91E U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	手带Index和MiddleFingersCrossed、中等偏深肤色	HAND WITH INDEX AND MIDDLE FINGERS CROSSED / MEDIUM-DARK SKIN TONE
200	🤞🏿	手势	肤色变体（右键）	🤞🏿	未直接列在现有 Emoji 网格	1f91e-1f3ff.png	是	U+1F91E U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	手带Index和MiddleFingersCrossed、较深肤色	HAND WITH INDEX AND MIDDLE FINGERS CROSSED / DARK SKIN TONE
201	🫰	手势	主网格	🫰	Emoji·表情与人物 / 第 7 行	1faf0.png	是	U+1FAF0	People & Body	hand-fingers-partial	fully-qualified	食指与拇指交叉的手	HAND WITH INDEX FINGER AND THUMB CROSSED
202	🤟	手势	主网格	🤟	Emoji·表情与人物 / 第 5 行	1f91f.png	是	U+1F91F	People & Body	hand-fingers-partial	fully-qualified	爱你的手势	I LOVE YOU HAND SIGN
203	🤟🏻	手势	肤色变体（右键）	🤟🏻	未直接列在现有 Emoji 网格	1f91f-1f3fb.png	是	U+1F91F U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	ILoveYou手符号、较浅肤色	I LOVE YOU HAND SIGN / LIGHT SKIN TONE
204	🤟🏼	手势	肤色变体（右键）	🤟🏼	未直接列在现有 Emoji 网格	1f91f-1f3fc.png	是	U+1F91F U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	ILoveYou手符号、中等偏浅肤色	I LOVE YOU HAND SIGN / MEDIUM-LIGHT SKIN TONE
205	🤟🏽	手势	肤色变体（右键）	🤟🏽	未直接列在现有 Emoji 网格	1f91f-1f3fd.png	是	U+1F91F U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	ILoveYou手符号、中等肤色	I LOVE YOU HAND SIGN / MEDIUM SKIN TONE
206	🤟🏾	手势	肤色变体（右键）	🤟🏾	未直接列在现有 Emoji 网格	1f91f-1f3fe.png	是	U+1F91F U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	ILoveYou手符号、中等偏深肤色	I LOVE YOU HAND SIGN / MEDIUM-DARK SKIN TONE
207	🤟🏿	手势	肤色变体（右键）	🤟🏿	未直接列在现有 Emoji 网格	1f91f-1f3ff.png	是	U+1F91F U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	ILoveYou手符号、较深肤色	I LOVE YOU HAND SIGN / DARK SKIN TONE
208	🤘	手势	主网格	🤘	Emoji·符号与旗帜 / 第 43 行	1f918.png	是	U+1F918	People & Body	hand-fingers-partial	fully-qualified	摇滚	SIGN OF THE HORNS
209	🤘🏻	手势	肤色变体（右键）	🤘🏻	未直接列在现有 Emoji 网格	1f918-1f3fb.png	是	U+1F918 U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	符号的TheHorns、较浅肤色	SIGN OF THE HORNS / LIGHT SKIN TONE
210	🤘🏼	手势	肤色变体（右键）	🤘🏼	未直接列在现有 Emoji 网格	1f918-1f3fc.png	是	U+1F918 U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	符号的TheHorns、中等偏浅肤色	SIGN OF THE HORNS / MEDIUM-LIGHT SKIN TONE
211	🤘🏽	手势	肤色变体（右键）	🤘🏽	未直接列在现有 Emoji 网格	1f918-1f3fd.png	是	U+1F918 U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	符号的TheHorns、中等肤色	SIGN OF THE HORNS / MEDIUM SKIN TONE
212	🤘🏾	手势	肤色变体（右键）	🤘🏾	未直接列在现有 Emoji 网格	1f918-1f3fe.png	是	U+1F918 U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	符号的TheHorns、中等偏深肤色	SIGN OF THE HORNS / MEDIUM-DARK SKIN TONE
213	🤘🏿	手势	肤色变体（右键）	🤘🏿	未直接列在现有 Emoji 网格	1f918-1f3ff.png	是	U+1F918 U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	符号的TheHorns、较深肤色	SIGN OF THE HORNS / DARK SKIN TONE
214	🤙	手势	主网格	🤙	Emoji·表情与人物 / 第 5 行	1f919.png	是	U+1F919	People & Body	hand-fingers-partial	fully-qualified	给我打电话	CALL ME HAND
215	🤙🏻	手势	肤色变体（右键）	🤙🏻	未直接列在现有 Emoji 网格	1f919-1f3fb.png	是	U+1F919 U+1F3FB	People & Body	hand-fingers-partial	fully-qualified	CallMe手、较浅肤色	CALL ME HAND / LIGHT SKIN TONE
216	🤙🏼	手势	肤色变体（右键）	🤙🏼	未直接列在现有 Emoji 网格	1f919-1f3fc.png	是	U+1F919 U+1F3FC	People & Body	hand-fingers-partial	fully-qualified	CallMe手、中等偏浅肤色	CALL ME HAND / MEDIUM-LIGHT SKIN TONE
217	🤙🏽	手势	肤色变体（右键）	🤙🏽	未直接列在现有 Emoji 网格	1f919-1f3fd.png	是	U+1F919 U+1F3FD	People & Body	hand-fingers-partial	fully-qualified	CallMe手、中等肤色	CALL ME HAND / MEDIUM SKIN TONE
218	🤙🏾	手势	肤色变体（右键）	🤙🏾	未直接列在现有 Emoji 网格	1f919-1f3fe.png	是	U+1F919 U+1F3FE	People & Body	hand-fingers-partial	fully-qualified	CallMe手、中等偏深肤色	CALL ME HAND / MEDIUM-DARK SKIN TONE
219	🤙🏿	手势	肤色变体（右键）	🤙🏿	未直接列在现有 Emoji 网格	1f919-1f3ff.png	是	U+1F919 U+1F3FF	People & Body	hand-fingers-partial	fully-qualified	CallMe手、较深肤色	CALL ME HAND / DARK SKIN TONE
220	👈	手势	主网格	👈	Emoji·表情与人物 / 第 4 行	1f448.png	是	U+1F448	People & Body	hand-single-finger	fully-qualified	反手食指向左指	WHITE LEFT POINTING BACKHAND INDEX
221	👈🏻	手势	肤色变体（右键）	👈🏻	未直接列在现有 Emoji 网格	1f448-1f3fb.png	是	U+1F448 U+1F3FB	People & Body	hand-single-finger	fully-qualified	空心左PointingBackhandIndex、较浅肤色	WHITE LEFT POINTING BACKHAND INDEX / LIGHT SKIN TONE
222	👈🏼	手势	肤色变体（右键）	👈🏼	未直接列在现有 Emoji 网格	1f448-1f3fc.png	是	U+1F448 U+1F3FC	People & Body	hand-single-finger	fully-qualified	空心左PointingBackhandIndex、中等偏浅肤色	WHITE LEFT POINTING BACKHAND INDEX / MEDIUM-LIGHT SKIN TONE
223	👈🏽	手势	肤色变体（右键）	👈🏽	未直接列在现有 Emoji 网格	1f448-1f3fd.png	是	U+1F448 U+1F3FD	People & Body	hand-single-finger	fully-qualified	空心左PointingBackhandIndex、中等肤色	WHITE LEFT POINTING BACKHAND INDEX / MEDIUM SKIN TONE
224	👈🏾	手势	肤色变体（右键）	👈🏾	未直接列在现有 Emoji 网格	1f448-1f3fe.png	是	U+1F448 U+1F3FE	People & Body	hand-single-finger	fully-qualified	空心左PointingBackhandIndex、中等偏深肤色	WHITE LEFT POINTING BACKHAND INDEX / MEDIUM-DARK SKIN TONE
225	👈🏿	手势	肤色变体（右键）	👈🏿	未直接列在现有 Emoji 网格	1f448-1f3ff.png	是	U+1F448 U+1F3FF	People & Body	hand-single-finger	fully-qualified	空心左PointingBackhandIndex、较深肤色	WHITE LEFT POINTING BACKHAND INDEX / DARK SKIN TONE
226	👉	手势	主网格	👉	Emoji·表情与人物 / 第 4 行	1f449.png	是	U+1F449	People & Body	hand-single-finger	fully-qualified	反手食指向右指	WHITE RIGHT POINTING BACKHAND INDEX
227	👉🏻	手势	肤色变体（右键）	👉🏻	未直接列在现有 Emoji 网格	1f449-1f3fb.png	是	U+1F449 U+1F3FB	People & Body	hand-single-finger	fully-qualified	空心右PointingBackhandIndex、较浅肤色	WHITE RIGHT POINTING BACKHAND INDEX / LIGHT SKIN TONE
228	👉🏼	手势	肤色变体（右键）	👉🏼	未直接列在现有 Emoji 网格	1f449-1f3fc.png	是	U+1F449 U+1F3FC	People & Body	hand-single-finger	fully-qualified	空心右PointingBackhandIndex、中等偏浅肤色	WHITE RIGHT POINTING BACKHAND INDEX / MEDIUM-LIGHT SKIN TONE
